sigma,dnfr
1.5370741482965928,2.1511002050028787
1.5470941883767533,2.171885239424628
1.5571142284569137,2.192670315883949
1.5671342685370742,2.2134554347827566
1.5771543086172342,2.234240596522956
1.5871743486973946,2.2550258015064437
1.597194388777555,2.275811050135103
1.6072144288577155,2.296596342810809
1.6172344689378755,2.3173816799354237
1.627254509018036,2.3381670619108013
1.6372745490981964,2.3589524891387836
1.6472945891783564,2.3797379620212005
1.6573146292585168,2.4005234809598743
1.6673346693386772,2.4213090463566123
1.6773547094188377,2.4420946586132133
1.6873747494989977,2.4628803181314627
1.6973947895791581,2.483666025313137
1.7074148296593186,2.5044517805599993
1.717434869739479,2.5252375842738024
1.727454909819639,2.546023436856285
1.7374749498997994,2.5668093387091777
1.74749498997996,2.587595290234197
1.7575150300601199,2.6083812918330467
1.7675350701402803,2.6291673439074215
1.7775551102204408,2.6499534468590005
1.7875751503006012,2.6707396010894535
1.7975951903807612,2.691525807000435
1.8076152304609217,2.71231206499359
1.817635270541082,2.73309837547055
1.8276553106212425,2.7538847388329324
1.8376753507014025,2.7746711554823427
1.847695390781563,2.7954576258203754
1.8577154308617234,2.8162441502486097
1.8677354709418834,2.837030729168612
1.8777555110220439,2.857817362981938
1.8877755511022043,2.8786040520901275
1.8977955911823647,2.8993907968947075
1.9078156312625247,2.9201775977971915
1.9178356713426852,2.940964455199082
1.9278557114228456,2.9617513695018647
1.937875751503006,2.982538341107013
1.947895791583166,3.0033253704159857
1.9579158316633265,3.02411245783023
1.967935871743487,3.0448996037511766
1.977955911823647,3.065686808580242
1.9879759519038074,3.0864740727188313
1.9979959919839678,3.107261396568333
2.008016032064128,3.128048780530121
2.0180360721442883,3.148836225005557
2.0280561122244487,3.1696237303959864
2.038076152304609,3.1904112971027394
2.0480961923847696,3.211198925527133
2.05811623246493,3.231986616070469
2.0681362725450896,3.2527743691340314
2.07815631262525,3.2735621851190957
2.0881763527054105,3.2943500644269164
2.098196392785571,3.3151380074587347
2.1082164328657313,3.335926014615776
2.118236472945892,3.3567140862992515
2.1282565130260522,3.3775022229103557
2.1382765531062127,3.398290424850268
2.1482965931863722,3.41907869252015
2.1583166332665327,3.4398670263211533
2.168336673346693,3.460655426654408
2.1783567134268536,3.4814438939210293
2.188376753507014,3.502232428522118
2.1983967935871744,3.5230210308587573
2.208416833667335,3.5438097013320147
2.2184368737474944,3.5645984403429387
2.228456913827655,3.585387248292568
2.2384769539078153,3.6061761255819187
2.2484969939879758,3.626965072611992
2.258517034068136,3.6477540897837724
2.2685370741482966,3.6685431774982273
2.278557114228457,3.6893323361563075
2.2885771543086166,3.7101215661589446
2.298597194388777,3.7309108679070593
2.3086172344689375,3.7517002418015486
2.318637274549098,3.772489688243294
2.3286573146292584,3.793279207633161
2.338677354709419,3.814068800371996
2.3486973947895793,3.834858466860628
2.3587174348697397,3.855648207499869
2.3687374749498993,3.8764380226905106
2.3787575150300597,3.897227912833333
2.38877755511022,3.9180178783290915
2.3987975951903806,3.9388079195785264
2.408817635270541,3.959598036982359
2.4188376753507015,3.980388230941293
2.428857715430862,4.001178501856012
2.4388777555110215,4.021968850127182
2.448897795591182,4.042759276155455
2.4589178356713424,4.063549780341456
2.468937875751503,4.084340363085797
2.4789579158316633,4.1051310247890695
2.4889779559118237,4.125921765851846
2.498997995991984,4.1467125866746795
2.5090180360721437,4.167503487658102
2.519038076152304,4.188294469202634
2.5290581162324646,4.209085531708768
2.539078156312625,4.229876675576981
2.5490981963927855,4.250667901207729
2.559118236472946,4.27145920900145
2.5691382765531063,4.292250599358561
2.579158316633267,4.31304207267946
2.5891783567134263,4.333833629364522
2.5991983967935868,4.354625269814109
2.609218436873747,4.375416994428557
2.6192384769539077,4.396208803608182
2.629258517034068,4.417000697753283
2.6392785571142285,4.437792677264135
2.649298597194389,4.458584742540996
2.6593186372745485,4.479376893984098
2.669338677354709,4.50016913199366
2.6793587174348694,4.520961456969875
2.68937875751503,4.541753869312916
2.6993987975951903,4.562546369422934
2.7094188376753507,4.583338957700063
2.719438877755511,4.60413163454441
2.7294589178356707,4.624924400356064
2.739478957915831,4.645717255535096
2.7494989979959916,4.66651020048155
2.759519038076152,4.68730323559545
2.7695390781563125,4.7080963612768
2.779559118236473,4.72888957792558
2.7895791583166334,4.74968288594175
2.799599198396794,4.770476285725247
2.8096192384769534,4.791269777675986
2.819639278557114,4.812063362193863
2.8296593186372743,4.832857039678746
2.8396793587174347,4.853650810530486
2.849699398797595,4.874444675148908
2.8597194388777556,4.895238633933817
2.869739478957916,4.916032687284994
2.8797595190380756,4.936826835602195
2.889779559118236,4.957621079285161
2.8997995991983965,4.9784154187336025
2.909819639278557,4.999209854347209
2.9198396793587174,5.02000438652565
2.929859719438878,5.040799015668567
2.9398797595190382,5.061593742175581
2.949899799599198,5.082388566446287
2.9599198396793582,5.103183488880265
2.9699398797595187,5.123978509877062
2.979959919839679,5.1447736298362035
2.9899799599198396,5.165568849157195
3.0,5.186364168239513
