sigma,chi_mag,log_chi_mag,phi_s,unitary_error
0.6506506506506506,0.8850487493810771,-0.12211255144486306,-2.184908669140068,0.11495125061892286
0.6516516516516516,0.8843308966982576,-0.12292396885185795,-2.178682917174871,0.1156691033017424
0.6526526526526526,0.8836136255845288,-0.12373538702029331,-2.172500676204138,0.11638637441547117
0.6536536536536537,0.8828969355648417,-0.12454680595519425,-2.166361376686652,0.11710306443515828
0.6546546546546547,0.8821808261645425,-0.12535822566158522,-2.1602644601763763,0.11781917383545748
0.6556556556556556,0.8814652969093715,-0.1261696461444912,-2.154209379036116,0.11853470309062852
0.6566566566566566,0.8807503473254631,-0.12698106740893694,-2.14819559616037,0.11924965267453691
0.6576576576576576,0.8800359769393458,-0.1277924894599471,-2.1422225847069964,0.11996402306065423
0.6586586586586587,0.8793221852779411,-0.1286039123025465,-2.136289827837382,0.12067781472205885
0.6596596596596597,0.8786089718685641,-0.12941533594175983,-2.1303968184647752,0.12139102813143587
0.6606606606606606,0.8778963362389224,-0.13022676038261174,-2.124543059010484,0.12210366376107762
0.6616616616616616,0.8771842779171161,-0.1310381856301268,-2.1187280611676496,0.12281572208288394
0.6626626626626626,0.8764727964316374,-0.1318496116893296,-2.1129513456723052,0.12352720356836255
0.6636636636636637,0.8757618913113702,-0.13266103856524514,-2.1072124420814653,0.12423810868862983
0.6646646646646647,0.8750515620855901,-0.13347246626289752,-2.1015108885579745,0.1249484379144099
0.6656656656656657,0.8743418082839636,-0.13428389478731154,-2.095846231661877,0.12565819171603643
0.6666666666666666,0.8736326294365481,-0.13509532414351155,-2.0902180261480727,0.12636737056345193
0.6676676676676676,0.8729240250737913,-0.13590675433652216,-2.0846258347700313,0.1270759749262087
0.6686686686686687,0.872215994726531,-0.13671818537136804,-2.0790692280893444,0.127784005273469
0.6696696696696697,0.8715085379259951,-0.1375296172530733,-2.0735477842909193,0.12849146207400486
0.6706706706706707,0.8708016542038007,-0.13834104998666252,-2.068061089003601,0.12919834579619927
0.6716716716716716,0.870095343091954,-0.13915248357716012,-2.062608735126043,0.12990465690804598
