sigma,t,phi_s
1.1959798994974875,0.0,1.7393886964315362
1.2261306532663316,0.0,1.612563485809766
1.2562814070351758,0.0,1.5035248472447715
1.28643216080402,0.0,1.4082749130745174
1.316582914572864,0.0,1.3240206230019431
1.3467336683417086,0.0,1.2487336994204006
1.3768844221105527,0.0,1.180894799155195
1.4070351758793969,0.0,1.1193364396071241
1.437185929648241,0.0,1.0631422015177625
1.4673366834170851,0.0,1.0115796226390517
1.4974874371859297,0.0,0.9640541119032057
1.5276381909547738,0.0,0.9200764465105828
1.557788944723618,0.0,0.8792393143202043
1.587939698492462,0.0,0.8412000395484684
1.6180904522613062,0.0,0.8056676335429035
1.6482412060301508,0.0,0.772392932952335
1.678391959798995,0.0,0.7411609820771786
1.708542713567839,0.0,0.7117850732018415
1.7386934673366832,0.0,0.6841020299207009
1.7688442211055273,0.0,0.6579684348120954
1.7989949748743719,0.0,0.6332575833123328
1.829145728643216,0.0,0.6098570022589609
1.8592964824120601,0.0,0.587666411995154
1.8894472361809043,0.0,0.5665960401869534
1.9195979899497484,0.0,0.5465652169547326
1.949748743718593,0.0,0.5275011968295036
1.979899497487437,0.0,0.5093381649732318
2.0100502512562812,0.0,0.49201639413681064
2.040201005025126,0.0,0.4754815257364962
2.0703517587939695,0.0,0.4596839537568463
2.100502512562814,0.0,0.4445782943308447
2.1306532663316577,0.0,0.4301229270942747
2.1608040201005023,0.0,0.4162795969738893
2.190954773869347,0.0,0.4030130671055371
2.2211055276381906,0.0,0.3902908152074059
2.251256281407035,0.0,0.3780827670445791
2.281407035175879,0.0,0.36636106168227345
2.3115577889447234,0.0,0.35509984408875944
2.341708542713568,0.0,0.3442750813555434
2.3718592964824117,0.0,0.33386439938325224
2.4020100502512562,0.0,0.3238469373614988
2.4321608040201,0.0,0.3142032177691133
2.4623115577889445,0.0,0.3049150299528574
2.492462311557789,0.0,0.2959653256202987
2.5226130653266328,0.0,0.28733812481563936
2.5527638190954773,0.0,0.27901843114384334
2.582914572864321,0.0,0.27099215517470177
2.6130653266331656,0.0,0.2632460450996488
2.64321608040201,0.0,0.2557676238344168
2.673366834170854,0.0,0.24854513186336527
2.7035175879396984,0.0,0.2415674752093985
2.733668341708542,0.0,0.23482417798910243
2.7638190954773867,0.0,0.22830533907797862
2.7939698492462313,0.0,0.22200159246707862
2.824120603015075,0.0,0.21590407094121278
2.8542713567839195,0.0,0.21000437275139094
2.884422110552763,0.0,0.20429453099113476
2.914572864321608,0.0,0.19876698541858998
2.9447236180904524,0.0,0.19341455649462463
2.974874371859296,0.0,0.18823042143186894
3.0050251256281406,0.0,0.1832080920714158
3.0351758793969843,0.0,0.1783413944230851
3.065326633165829,0.0,0.17362444972204386
3.0954773869346734,0.0,0.1690516568695497
3.125628140703517,0.0,0.1646176761388021
3.1557788944723617,0.0,0.16031741403865285
3.1859296482412054,0.0,0.15614600923835645
3.21608040201005,0.0,0.15209881946584375
3.2462311557788945,0.0,0.14817140930029019
3.2763819095477382,0.0,0.14435953878716043
3.306532663316583,0.0,0.14065915281052888
3.3366834170854265,0.0,0.13706637116342396
3.366834170854271,0.0,0.13357747926226002
3.3969849246231156,0.0,0.1301889194562149
3.4271356783919593,0.0,0.12689728288672178
3.457286432160804,0.0,0.12369930185611606
3.4874371859296476,0.0,0.12059184266799687
3.517587939698492,0.0,0.11757189890501023
3.5477386934673367,0.0,0.11463658511264388
3.5778894472361804,0.0,0.11178313086019787
3.608040201005025,0.0,0.10900887515246405
3.6381909547738687,0.0,0.10631126116777406
3.6683417085427132,0.0,0.10368783130001645
3.698492462311558,0.0,0.10113622248399701
3.7286432160804015,0.0,0.09865416178511628
3.758793969849246,0.0,0.09623946223581602
3.7889447236180906,0.0,0.0938900189025767
3.8190954773869343,0.0,0.09160380516848037
3.849246231155779,0.0,0.08937886921746534
3.8793969849246226,0.0,0.087213330707436
3.909547738693467,0.0,0.08510537762031756
3.9396984924623117,0.0,0.08305326327801793
3.9698492462311554,0.0,0.08105530351404767
4.0,0.0,0.07910987399127406
-2.0,0.1507537688442211,-5.380933782493557
-1.9698492462311559,0.1507537688442211,-5.3290039612660305
-1.9396984924623115,0.1507537688442211,-5.242303621062705
-1.9095477386934674,0.1507537688442211,-5.130879684007951
-1.879396984924623,0.1507537688442211,-5.005581982654833
-1.849246231155779,0.1507537688442211,-4.874855001329265
-1.8190954773869348,0.1507537688442211,-4.744109424206684
-1.7889447236180904,0.1507537688442211,-4.616366142496137
-1.7587939698492463,0.1507537688442211,-4.493096588717332
-1.728643216080402,0.1507537688442211,-4.374866473668711
-1.6984924623115578,0.1507537688442211,-4.261747098398002
-1.6683417085427137,0.1507537688442211,-4.153556950002882
-1.6381909547738693,0.1507537688442211,-4.049997291415843
-1.6080402010050252,0.1507537688442211,-3.950725883751144
-1.5778894472361809,0.1507537688442211,-3.855395758244107
-1.5477386934673367,0.1507537688442211,-3.7636745923484973
-1.5175879396984926,0.1507537688442211,-3.675253468743652
-1.4874371859296482,0.1507537688442211,-3.5898499216776667
-1.457286432160804,0.1507537688442211,-3.50720799698745
-1.4271356783919598,0.1507537688442211,-3.4270968341137618
-1.3969849246231156,0.1507537688442211,-3.3493085974288705
-1.3668341708542715,0.1507537688442211,-3.273656203013409
-1.3366834170854272,0.1507537688442211,-3.1999710736830225
-1.3065326633165828,0.1507537688442211,-3.1281010361047925
-1.2763819095477387,0.1507537688442211,-3.057908408167251
-1.2462311557788945,0.1507537688442211,-2.9892682892487836
-1.2160804020100504,0.1507537688442211,-2.9220670475656507
-1.185929648241206,0.1507537688442211,-2.856200989908836
-1.1557788944723617,0.1507537688442211,-2.7915751955300827
-1.1256281407035176,0.1507537688442211,-2.7281024952679878
-1.0954773869346734,0.1507537688442211,-2.665702577819774
-1.0653266331658293,0.1507537688442211,-2.6043012065733486
-1.035175879396985,0.1507537688442211,-2.543829532177882
-1.0050251256281406,0.1507537688442211,-2.484223487812215
-0.9748743718592965,0.1507537688442211,-2.425423255788204
-0.9447236180904524,0.1507537688442211,-2.367372795646084
-0.914572864321608,0.1507537688442211,-2.310019425243466
-0.8844221105527639,0.1507537688442211,-2.25331344751058
-0.8542713567839197,0.1507537688442211,-2.197207816553919
-0.8241206030150754,0.1507537688442211,-2.1416578376543924
-0.7939698492462313,0.1507537688442211,-2.0866208964418473
-0.7638190954773869,0.1507537688442211,-2.032056213151719
-0.7336683417085428,0.1507537688442211,-1.9779246183970294
-0.7035175879396987,0.1507537688442211,-1.9241883473331811
-0.6733668341708543,0.1507537688442211,-1.870810849465839
-0.6432160804020102,0.1507537688442211,-1.8177566116634796
-0.6130653266331658,0.1507537688442211,-1.7649909921943068
-0.5829145728643217,0.1507537688442211,-1.7124800638191595
-0.5527638190954773,0.1507537688442211,-1.6601904641434324
-0.5226130653266332,0.1507537688442211,-1.6080892515665286
-0.4924623115577891,0.1507537688442211,-1.5561437652705252
-0.4623115577889447,0.1507537688442211,-1.504321487763366
-0.4321608040201006,0.1507537688442211,-1.4525899085378715
-0.40201005025125625,0.1507537688442211,-1.4009163874274455
-0.3718592964824121,0.1507537688442211,-1.3492680162330477
-0.341708542713568,0.1507537688442211,-1.297611477163598
-0.31155778894472363,0.1507537688442211,-1.2459128965726936
-0.2814070351758795,0.1507537688442211,-1.1941376923867049
-0.25125628140703515,0.1507537688442211,-1.142250413500678
-0.22110552763819102,0.1507537688442211,-1.0902145692658805
-0.1909547738693469,0.1507537688442211,-1.037992447002097
-0.16080402010050254,0.1507537688442211,-0.9855449152339115
-0.1306532663316584,0.1507537688442211,-0.9328312100667857
-0.10050251256281406,0.1507537688442211,-0.8798087017781911
-0.07035175879396993,0.1507537688442211,-0.8264326382922517
-0.0402010050251258,0.1507537688442211,-0.772655861722448
-0.01005025125628145,0.1507537688442211,-0.7184284935934916
0.0201005025125629,0.1507537688442211,-0.6636975836760799
0.05025125628140703,0.1507537688442211,-0.6084067165709849
0.08040201005025116,0.1507537688442211,-0.552495569244819
0.11055276381909529,0.1507537688442211,-0.4958994116319271
0.14070351758793942,0.1507537688442211,-0.4385485411606778
0.170854271356784,0.1507537688442211,-0.38036764063011413
0.20100502512562812,0.1507537688442211,-0.32127504726067435
0.23115577889447225,0.1507537688442211,-0.2611819190038742
0.2613065326633164,0.1507537688442211,-0.19999128240338956
0.2914572864321605,0.1507537688442211,-0.1375969446247285
0.3216080402010051,0.1507537688442211,-0.07388225103727729
0.3517587939698492,0.1507537688442211,-0.00871866953192645
0.38190954773869334,0.1507537688442211,0.05803581535892777
0.4120603015075375,0.1507537688442211,0.1265385096566494
0.4422110552763816,0.1507537688442211,0.19696401658721976
0.4723618090452262,0.1507537688442211,0.2695064150462924
0.5025125628140703,0.1507537688442211,0.3443815337681772
0.5326633165829144,0.1507537688442211,0.4218291565388959
0.5628140703517586,0.1507537688442211,0.5021148343612999
0.5929648241206027,0.1507537688442211,0.5855306952607725
0.6231155778894473,0.1507537688442211,0.6723941329833542
0.6532663316582914,0.1507537688442211,0.7630423451969323
0.6834170854271355,0.1507537688442211,0.8578190626324955
0.7135678391959797,0.1507537688442211,0.957046902225736
0.7437185929648238,0.1507537688442211,1.0609736370467775
0.7738693467336684,0.1507537688442211,1.1696718334177203
0.8040201005025125,0.1507537688442211,1.2828570491509894
0.8341708542713566,0.1507537688442211,1.3995702740527742
0.8643216080402008,0.1507537688442211,1.5176558478640259
0.8944723618090453,0.1507537688442211,1.6330009953624822
0.9246231155778895,0.1507537688442211,1.7387072193278963
0.9547738693467336,0.1507537688442211,1.8249032684625044
0.9849246231155777,0.1507537688442211,1.8805562033717558
1.0150753768844218,0.1507537688442211,1.8979244592566296
1.0452261306532664,0.1507537688442211,1.877010836298109
1.0753768844221105,0.1507537688442211,1.8255625022693467
1.1055276381909547,0.1507537688442211,1.7546180073826583
1.1356783919597988,0.1507537688442211,1.6740542268501934
1.165829145728643,0.1507537688442211,1.5907753001922251
1.1959798994974875,0.1507537688442211,1.5088996686564926
1.2261306532663316,0.1507537688442211,1.430588687658544
1.2562814070351758,0.1507537688442211,1.3568070971663657
1.28643216080402,0.1507537688442211,1.2878451093428933
1.316582914572864,0.1507537688442211,1.22363597373923
1.3467336683417086,0.1507537688442211,1.1639377848829744
1.3768844221105527,0.1507537688442211,1.1084338511350256
1.4070351758793969,0.1507537688442211,1.0567864309002977
1.437185929648241,0.1507537688442211,1.0086643858120412
1.4673366834170851,0.1507537688442211,0.963756458122428
1.4974874371859297,0.1507537688442211,0.9217767392607126
1.5276381909547738,0.1507537688442211,0.8824659881449333
1.557788944723618,0.1507537688442211,0.8455908286609132
1.587939698492462,0.1507537688442211,0.8109419450828079
1.6180904522613062,0.1507537688442211,0.7783318847745836
1.6482412060301508,0.1507537688442211,0.7475927922943568
1.678391959798995,0.1507537688442211,0.7185742395936798
1.708542713567839,0.1507537688442211,0.691141228456734
1.7386934673366832,0.1507537688442211,0.6651723928583205
1.7688442211055273,0.1507537688442211,0.640558403140917
1.7989949748743719,0.1507537688442211,0.6172005609371345
1.829145728643216,0.1507537688442211,0.5950095679521992
1.8592964824120601,0.1507537688442211,0.5739044498416707
1.8894472361809043,0.1507537688442211,0.5538116166249099
1.9195979899497484,0.1507537688442211,0.5346640423134144
1.949748743718593,0.1507537688442211,0.5164005481141999
1.979899497487437,0.1507537688442211,0.4989651753673338
2.0100502512562812,0.1507537688442211,0.4823066361227635
2.040201005025126,0.1507537688442211,0.466377830871893
2.0703517587939695,0.1507537688442211,0.45113542439069276
2.100502512562814,0.1507537688442211,0.4365394719173803
2.1306532663316577,0.1507537688442211,0.422553088986931
2.1608040201005023,0.1507537688442211,0.4091421591914712
2.190954773869347,0.1507537688442211,0.39627507494714836
2.2211055276381906,0.1507537688442211,0.38392250704151293
2.251256281407035,0.1507537688442211,0.37205719932703907
2.281407035175879,0.1507537688442211,0.3606537854307407
2.3115577889447234,0.1507537688442211,0.3496886247797862
2.341708542713568,0.1507537688442211,0.3391396556097979
2.3718592964824117,0.1507537688442211,0.32898626293566363
2.4020100502512562,0.1507537688442211,0.31920915973241043
2.4321608040201,0.1507537688442211,0.3097902798029117
2.4623115577889445,0.1507537688442211,0.30071268100574244
2.492462311557789,0.1507537688442211,0.29196045768537465
2.5226130653266328,0.1507537688442211,0.28351866129221653
2.5527638190954773,0.1507537688442211,0.2753732283053096
2.582914572864321,0.1507537688442211,0.2675109146787555
2.6130653266331656,0.1507537688442211,0.2599192361266374
2.64321608040201,0.1507537688442211,0.25258641364248086
2.673366834170854,0.1507537688442211,0.24550132371990172
2.7035175879396984,0.1507537688442211,0.23865345280258246
2.733668341708542,0.1507537688442211,0.23203285554534794
2.7638190954773867,0.1507537688442211,0.2256301165149798
2.7939698492462313,0.1507537688442211,0.2194363150004568
2.824120603015075,0.1507537688442211,0.2134429926383084
2.8542713567839195,0.1507537688442211,0.20764212359040882
2.884422110552763,0.1507537688442211,0.20202608703939268
2.914572864321608,0.1507537688442211,0.1965876417914408
2.9447236180904524,0.1507537688442211,0.1913199027978843
2.974874371859296,0.1507537688442211,0.1862163194262777
3.0050251256281406,0.1507537688442211,0.18127065532861786
3.0351758793969843,0.1507537688442211,0.1764769697694935
3.065326633165829,0.1507537688442211,0.17182960029038366
3.0954773869346734,0.1507537688442211,0.16732314659830347
3.125628140703517,0.1507537688442211,0.16295245557764762
3.1557788944723617,0.1507537688442211,0.15871260733363826
3.1859296482412054,0.1507537688442211,0.15459890218429329
3.21608040201005,0.1507537688442211,0.15060684852548212
3.2462311557788945,0.1507537688442211,0.14673215150048277
3.2763819095477382,0.1507537688442211,0.14297070241161094
3.306532663316583,0.1507537688442211,0.13931856881702834
3.3366834170854265,0.1507537688442211,0.13577198526082224
3.366834170854271,0.1507537688442211,0.1323273445889446
3.3969849246231156,0.1507537688442211,0.12898118980766057
3.4271356783919593,0.1507537688442211,0.12573020644481897
3.457286432160804,0.1507537688442211,0.1225712153775857
3.4874371859296476,0.1507537688442211,0.11950116609328552
3.517587939698492,0.1507537688442211,0.11651713035272605
3.5477386934673367,0.1507537688442211,0.11361629622785852
3.5778894472361804,0.1507537688442211,0.11079596248788544
3.608040201005025,0.1507537688442211,0.10805353330996464
3.6381909547738687,0.1507537688442211,0.10538651329254559
3.6683417085427132,0.1507537688442211,0.10279250275105654
3.698492462311558,0.1507537688442211,0.10026919327723545
3.7286432160804015,0.1507537688442211,0.09781436354480233
3.758793969849246,0.1507537688442211,0.09542587534548039
3.7889447236180906,0.1507537688442211,0.0931016698405643
3.8190954773869343,0.1507537688442211,0.0908397640143104
3.849246231155779,0.1507537688442211,0.088638247316444
3.8793969849246226,0.1507537688442211,0.08649527848197698
3.909547738693467,0.1507537688442211,0.08440908251738793
3.9396984924623117,0.1507537688442211,0.08237794784298227
3.9698492462311554,0.1507537688442211,0.08040022358196777
4.0,0.1507537688442211,0.07847431698743772
-2.0,0.3015075376884422,-4.679190612333773
-1.9698492462311559,0.3015075376884422,-4.64226892969105
-1.9396984924623115,0.3015075376884422,-4.595896930648837
-1.9095477386934674,0.3015075376884422,-4.540882384540626
-1.879396984924623,0.3015075376884422,-4.478417157104584
-1.849246231155779,0.3015075376884422,-4.409894691048117
-1.8190954773869348,0.3015075376884422,-4.336738359170704
-1.7889447236180904,0.3015075376884422,-4.260273525803726
-1.7587939698492463,0.3015075376884422,-4.181652806448459
-1.728643216080402,0.3015075376884422,-4.101827260869686
-1.6984924623115578,0.3015075376884422,-4.021549321187234
-1.6683417085427137,0.3015075376884422,-3.941393506894915
-1.6381909547738693,0.3015075376884422,-3.8617844619090604
-1.6080402010050252,0.3015075376884422,-3.7830257780481773
-1.5778894472361809,0.3015075376884422,-3.705326186620508
-1.5477386934673367,0.3015075376884422,-3.6288217505387133
-1.5175879396984926,0.3015075376884422,-3.5535938583030315
-1.4874371859296482,0.3015075376884422,-3.4796833927072797
-1.457286432160804,0.3015075376884422,-3.4071016634862286
-1.4271356783919598,0.3015075376884422,-3.3358387212724305
-1.3969849246231156,0.3015075376884422,-3.265869611710838
-1.3668341708542715,0.3015075376884422,-3.197159039477041
-1.3366834170854272,0.3015075376884422,-3.1296648203384407
-1.3065326633165828,0.3015075376884422,-3.063340417527727
-1.2763819095477387,0.3015075376884422,-2.9981367905137297
-1.2462311557788945,0.3015075376884422,-2.9340037297426766
-1.2160804020100504,0.3015075376884422,-2.8708908084331797
-1.185929648241206,0.3015075376884422,-2.8087480499244393
-1.1557788944723617,0.3015075376884422,-2.7475263843520747
-1.1256281407035176,0.3015075376884422,-2.687177949791008
-1.0954773869346734,0.3015075376884422,-2.62765627901894
-1.0653266331658293,0.3015075376884422,-2.5689164025829676
-1.035175879396985,0.3015075376884422,-2.510914891022094
-1.0050251256281406,0.3015075376884422,-2.4536098532459527
-0.9748743718592965,0.3015075376884422,-2.396960903695065
-0.9447236180904524,0.3015075376884422,-2.3409291076358327
-0.914572864321608,0.3015075376884422,-2.2854769114948246
-0.8844221105527639,0.3015075376884422,-2.2305680633031906
-0.8542713567839197,0.3015075376884422,-2.1761675269481797
-0.8241206030150754,0.3015075376884422,-2.122241392898942
-0.7939698492462313,0.3015075376884422,-2.068756787301857
-0.7638190954773869,0.3015075376884422,-2.0156817807620824
-0.7336683417085428,0.3015075376884422,-1.9629852976947262
-0.7035175879396987,0.3015075376884422,-1.9106370268048645
-0.6733668341708543,0.3015075376884422,-1.8586073330135642
-0.6432160804020102,0.3015075376884422,-1.8068671709667887
-0.6130653266331658,0.3015075376884422,-1.755388000130255
-0.5829145728643217,0.3015075376884422,-1.704141701374686
-0.5527638190954773,0.3015075376884422,-1.6531004948836747
-0.5226130653266332,0.3015075376884422,-1.6022368591644314
-0.4924623115577891,0.3015075376884422,-1.5515234509051496
-0.4623115577889447,0.3015075376884422,-1.5009330253984101
-0.4321608040201006,0.3015075376884422,-1.450438357235611
-0.40201005025125625,0.3015075376884422,-1.4000121609715235
-0.3718592964824121,0.3015075376884422,-1.3496270114601956
-0.341708542713568,0.3015075376884422,-1.2992552635736767
-0.31155778894472363,0.3015075376884422,-1.2488689710344496
-0.2814070351758795,0.3015075376884422,-1.1984398041227717
-0.25125628140703515,0.3015075376884422,-1.147938966064119
-0.22110552763819102,0.3015075376884422,-1.0973371079635996
-0.1909547738693469,0.3015075376884422,-1.046604242238948
-0.16080402010050254,0.3015075376884422,-0.9957096546189923
-0.1306532663316584,0.3015075376884422,-0.9446218149301311
-0.10050251256281406,0.3015075376884422,-0.8933082871026456
-0.07035175879396993,0.3015075376884422,-0.8417356391091755
-0.0402010050251258,0.3015075376884422,-0.7898693539228292
-0.01005025125628145,0.3015075376884422,-0.7376737430834808
0.0201005025125629,0.3015075376884422,-0.6851118651294483
0.05025125628140703,0.3015075376884422,-0.6321454520436997
0.08040201005025116,0.3015075376884422,-0.5787348480535333
0.11055276381909529,0.3015075376884422,-0.5248389667101939
0.14070351758793942,0.3015075376884422,-0.470415274294135
0.170854271356784,0.3015075376884422,-0.4154198104224541
0.20100502512562812,0.3015075376884422,-0.359807260518813
0.23115577889447225,0.3015075376884422,-0.30353109986652116
0.2613065326633164,0.3015075376884422,-0.24654383573539343
0.2914572864321605,0.3015075376884422,-0.18879738312898917
0.3216080402010051,0.3015075376884422,-0.1302436218036225
0.3517587939698492,0.3015075376884422,-0.07083519836161091
0.38190954773869334,0.3015075376884422,-0.010526658701300276
0.4120603015075375,0.3015075376884422,0.05072397547926385
0.4422110552763816,0.3015075376884422,0.1129530351584844
0.4723618090452262,0.3015075376884422,0.17618823823232746
0.5025125628140703,0.3015075376884422,0.24044466909813064
0.5326633165829144,0.3015075376884422,0.30571936795767013
0.5628140703517586,0.3015075376884422,0.3719841065971705
0.5929648241206027,0.3015075376884422,0.43917583475070804
0.6231155778894473,0.3015075376884422,0.5071842024287089
0.6532663316582914,0.3015075376884422,0.5758355390210255
0.6834170854271355,0.3015075376884422,0.644872775906465
0.7135678391959797,0.3015075376884422,0.7139311676215032
0.7437185929648238,0.3015075376884422,0.7825105022982637
0.7738693467336684,0.3015075376884422,0.849946067389681
0.8040201005025125,0.3015075376884422,0.9153832142329317
0.8341708542713566,0.3015075376884422,0.9777639676079853
0.8643216080402008,0.3015075376884422,1.0358380777555989
0.8944723618090453,0.3015075376884422,1.088213227890196
0.9246231155778895,0.3015075376884422,1.1334562698296142
0.9547738693467336,0.3015075376884422,1.1702455955927968
0.9849246231155777,0.3015075376884422,1.1975537562379766
1.0150753768844218,0.3015075376884422,1.2148167991432919
1.0452261306532664,0.3015075376884422,1.2220374259408717
1.0753768844221105,0.3015075376884422,1.2197849948564035
1.1055276381909547,0.3015075376884422,1.2090923674599008
1.1356783919597988,0.3015075376884422,1.1912865760871185
1.165829145728643,0.3015075376884422,1.1678062097321258
1.1959798994974875,0.3015075376884422,1.14004904722076
1.2261306532663316,0.3015075376884422,1.109270826404272
1.2562814070351758,0.3015075376884422,1.0765350415341597
1.28643216080402,0.3015075376884422,1.0427018962085932
1.316582914572864,0.3015075376884422,1.0084416988677145
1.3467336683417086,0.3015075376884422,0.9742603033865893
1.3768844221105527,0.3015075376884422,0.9405281486225829
1.4070351758793969,0.3015075376884422,0.9075080533801768
1.437185929648241,0.3015075376884422,0.8753795007900451
1.4673366834170851,0.3015075376884422,0.8442587214077122
1.4974874371859297,0.3015075376884422,0.814214719995199
1.5276381909547738,0.3015075376884422,0.785281759270774
1.557788944723618,0.3015075376884422,0.7574689198352258
1.587939698492462,0.3015075376884422,0.7307673309118711
1.6180904522613062,0.3015075376884422,0.705155587813885
1.6482412060301508,0.3015075376884422,0.6806037794025134
1.678391959798995,0.3015075376884422,0.6570764611821992
1.708542713567839,0.3015075376884422,0.6345348344789499
1.7386934673366832,0.3015075376884422,0.6129383309424464
1.7688442211055273,0.3015075376884422,0.5922457533658377
1.7989949748743719,0.3015075376884422,0.5724160865493685
1.829145728643216,0.3015075376884422,0.5534090635217558
1.8592964824120601,0.3015075376884422,0.5351855509553944
1.8894472361809043,0.3015075376884422,0.5177078014628408
1.9195979899497484,0.3015075376884422,0.5009396083599136
1.949748743718593,0.3015075376884422,0.4848463894276215
1.979899497487437,0.3015075376884422,0.4693952194383367
2.0100502512562812,0.3015075376884422,0.45455482615465714
2.040201005025126,0.3015075376884422,0.44029556072927784
2.0703517587939695,0.3015075376884422,0.42658935060734143
2.100502512562814,0.3015075376884422,0.41340964091776516
2.1306532663316577,0.3015075376884422,0.40073132875712997
2.1608040201005023,0.3015075376884422,0.38853069358485554
2.190954773869347,0.3015075376884422,0.3767853260617412
2.2211055276381906,0.3015075376884422,0.36547405700094127
2.251256281407035,0.3015075376884422,0.3545768876053861
2.281407035175879,0.3015075376884422,0.3440749217968522
2.3115577889447234,0.3015075376884422,0.3339503011680352
2.341708542713568,0.3015075376884422,0.32418614288665204
2.3718592964824117,0.3015075376884422,0.3147664807320451
2.4020100502512562,0.3015075376884422,0.30567620933674916
2.4321608040201,0.3015075376884422,0.2969010316278916
